q_id,poi_name
1631,Windhub Substation 220kV
1632,Windhub Substation 500kV
1634,Windhub Substation 230 kV
1635,Windhub Substation 500kV
1636,Colorado River Substation 230kV
1637,Colorado River Substation 500kV
1638,Devers Substation 230kV
1640,Devers-San Bernardino Line 230 kV
1642,Red Bluff Substation 500kV
1643,Red Bluff Substation 500kV
1647,Mohave Substation 500kV
1648,Mohave Substation 500kV
1649,Innovation Substation 230 kV
1650,Trout Canyon Substation 230 kV
1651,Sloan Canyon Switching Station 230kV
1652,Sloan Canyon Switching Station 230 kV
1653,Sloan Canyon Switching Station 230kV
1654,Trout Canyon Substation 230 kV
1655,Trout Canyon Substation 230 kV
1663,Hoodoo Wash Switchyard 500 kV
1665,Imperial Valley Substation 230 kV
1666,Imperial Valley Substation 230kV
1667,Imperial Valley Substation 230 kV
1672,ECO-Miguel 500kV
1678,Delaney Substation 500 kV
1684,Bridgeville Substation 115kV
1686,Table Mountain Substation 115kV
1687,Woodland-Davis 115 kV Line
1689,Crow Creek Switching Station 60kV
1691,Birds Landing 230 kV
1692,Round Mountain Substation 500kV
1693,Mariposa Energy Center 230kV
1699,Delevan-Vaca #3 230kV line
1702,Tesla 500 kV
1707,Camanche 115kV Tap via the Camanche Powerhouse Station 115kV
1709,Crescent 70 kV
1710,Mendota Substation 115kV
1711,Hollister Substation 115kV
1714,Gates Substation 230kV
1715,Los Banos - Gates #1 500kV line
1716,Dairyland - Mendota 115kV line
1717,Borden Substation 70kV
1718,Los Banos 70 kV
1719,Chowchilla-Kerckhoff #2 115kV lin3
1721,Gates- Templeton 230kV line
1722,Mustang Switching Station 230kV
1723,Jayne Sw Sta-Coalinga #1 70kV line
1724,Arco - Midway 230kV line
1725,Gates - Midway 230kV line
1726,Los Banos Substation 70kV
1728,Mercy Springs 70 kV
1729,Sisquoc Substation 115kV
1736,Arco 230 kV
1737,Midway Substation 230kV
1739,Morro Bay 230 kV
1740,Arco 230 kV
1741,Morro Bay Solar Sw Sta #2 230kV
1742,Temblor - San Luis Obispo 115kV line
1743,Old River Substation 70kV
1744,Lamont 115 kV
1746,Tupman Substation 115kV
1747,Diablo-Gates 500kV line
1751,Midway 115 kV
1752,Delaney Substation 500kV
1753,Delaney - Colorado River 500kV line
1754,Delaney Substation 500kV
1755,Colorado River Substation 230kV
1756,BLYTHE SUBSTATION 161kV
1757,Colorado River Substation 220kV
1759,Red Bluff Substation 500kV
1760,DEVERS SUBSTATION 220kV
1761,Colorado River Substation 230kV
1763,DEVERS SUBSTATION 220kV
1764,Red Bluff Substation 230kV
1771,Kramer Junction Substation 230kV
1772,Kramer Junction Substation 115kV
1773,Kramer-Inyokern-Randsburg #1 115kV line
1774,Kramer Substation 230kV
1775,Kramer Junction Substation 230kV
1776,COOLWATER SUBSTATION 115kV
1777,Highwind Substation 220kV
1779,Windhub Substation 230kV
1782,Whirlwind Substation 230kV
1786,Windhub Substation 230kV
1787,Springville Substation 230kV
1788,Whirlwind Substation 230 kV
1789,Vestal Substation 230kV
1790,Windhub Substation 230kV
1792,Vestal Substation 230 kV
1793,HIGHWIND SUBSTATION 230kV
1794,WhirlWind Substation 230kV
1795,Mohave Substation 500kV
1797,Innovation Substation 230kV
1798,Trout Canyon Substation 230 kV
1799,Trout Canyon Substation 230 kV
1800,Trout Canyon Substation 230 kV
1801,Gamebird Substation 230 kV
1804,New Switchyard to loop the ECO-Miguel 500 kV Line
1812,Hoodoo Wash Switchyard 500 kV
1817,Oceanside Tap - Stuart Tap 69kV (TL690C )
1822,Hassayampa Common Bus 500 kV
1823,Hassayampa Common Bus 500 kV
1826,Hassayampa Switchyard Common Bus 500kV
1844,Logan Creek-Delevan 230 kV Line
1848,Santa Rosa-Corona 115 kV line
1851,Rio Oso Substation 115 kV
1852,Table Mountain 115 kV
1855,Table Mtn-Rio Oso 230 kV
1860,Pit 1-Cottonwood 230 kV Line
1861,Rio Oso-Atlantic 230 kV/Rio Oso-Gold Hill 230 kV
1868,Coburn Substation 230 kV
1870,Grant - Eastshore #2 115 kV line
1886,Bellota-Warnerville and Bellota Cottle Lines 230 kV
1887,Rancho Seco-Bellota #1 230 kV Line
1889,Moss Landing 500 kV
1890,Herdlyn-Balfour 60kV line
1898,Kelso 230 kV
1916,Bellota 115 kV
1921,Crazy Horse Canyon-Hollister 115 kV Line
1925,Bellota-Warnerville 230 kV
193,Colorado River Substation 500kV
1934,Borden 230 kV
1935,Tranquility 230 kV
1936,Helm Substation 230 kV
1937,Le Grand Substation 115 kV
1941,Helm Substation 230 kV
1942,Los Banos-Livingston-Canal 70 kV Line
1943,Los Banos 500 kV
1944,Los Banos Substation 500 kV
1945,Panoche - Tranquility #1 230 kV line
1949,Manning-Midway 500kV Line
1952,Los Banos 230 kV
1954,Gates 230 kV
1955,Excelsior 115 kV
1956,Tranquility 230 kV
1957,Panoche Substation 230 kV
1958,Quinto 230 kV
1959,Gates-Templeton 230 kV Line
1965,Guernsey Substation 70 kV
1966,Giffen 70 kV
1967,Gates Substation 230 kV
1968,Gates 230 kV
1969,Corcoran 70 kV
1970,Le Grand 115 kV
1974,California Flats Switching Station 230 kV
1975,Crescent 70 kV
1976,Gates Substation 230 kV
1980,Arco 230 kV
1981,Semitropic  - Midway #1 115 kV
1982,MIDWAY-TUPMAN-RIO BRAVO-RENFRO 115 kV
1983,Shafter 115 kV
1984,Olive Switch Station - Smyrna 115 kV line
1985,Kern - Old River #1 70 kV line
1986,Symrna-Semitropic-Midway 115 kV Line
1987,Midway 500 kV
1988,Lamont Substation 115 kV
1991,Midway Substation 230 kV
1992,Arco 230 kV
1998,Diablo Canyon 500 kV
1999,Wheeler Ridge-Tejon 70 kV Line
2000,"Berrenda ""C"" Tap 70 kV"
2002,Alpaugh Substation 115 kV
2003,Kern - Old River #2 70 kV
2004,Gates-Midway 230 kV Line
2005,Gates - Midway 230 KV Line
2008,Diablo-Gates 500 kV Line
2010,Midway 115 kV
2011,Midway-Wheeler Ridge #1 230 kV
2013,Alpaugh 115 kV
2015,Wheeler Ridge 230 kV
2016,Solar Switching Station 230 kV
2017,Olive 115 kV
2019,Midway Substation 230 kV
2021,Cielo Azul Substation 500 kV
2022,Cielo Azul Substation 500 kV
2023,Cielo Azul Substation 500 kV
2025,Colorado River-Delaney 500 kV line
2026,Cielo Azul Substation 500 kV
2027,Delaney Substation 500 kV
2028,Delaney Substation 500 kV
2029,Delaney Substation 500 kV
2036,Red Bluff Substation 220 kV
2038,Devers-El Casco line 230kV
2042,Red Bluff Substation 500 kV
2044,DEVERS SUBSTATION 220 kV
2045,Colorado River 230 kV
2046,Eagle Mountain Substation 220 kV
2047,Red Bluff Substation 220 kV
2048,Colorado River Substation 230 kV
2050,Red Bluff Substation 500 kV
2051,MIRAGE Substation 220 kV
2052,Colorado River - Palo Verde 500kV
2055,WHIRLWIND Substation 230 kV
2057,WHIRLWIND Substation 230 kV
2061,Vincent - Pearblossom 230 kV line
2063,Vestal Substation 230 kV
2065,Windhub Substation 500 kV
2067,Highwind Substation 230 kV
2069,Springville Substation 230 kV
2070,Pastoria Substation 230 kV
2071,Springville Substation 230 kV
2075,Antelope-Neenach 66kV line
2077,Vincent Substation 230 kV
2078,Windhub Substation 500kV
2079,Springville Substation 230 kV
2080,Antelope- Magunden #2 230 kV line
2081,Rector Substation 220 kV
2084,Rector Substation 230kV
2085,Springville Substation 230 kV
2088,Vestal Substation 220 kV
2093,Whirlwind-Windhub 500 kV
2094,Pisgah Substation 230 kV
2095,Victor Substation 230 kV
2097,Calcite Substation 230 kV
2099,Kramer Substation 230 kV
2100,Vincent-Lugo 500 kV line
2103,Pisgah Substation 230 kV
2107,Kramer-Victor #1 230 kV line
2108,Tortilla Substation 115 kV
2120,Laguna Bell Substation 230 kV Substation
2140,Mohave Substation 500 kV
2142,Lathrop Wells Substation 230 kV
2144,Beatty Substation 230 kV
2145,Vista Substation 230 kV
2146,Gamebird Substation 230 kV
2147,Innovation-Desert View 230 kV Line
2148,Trout Canyon Substation 230 kV
2149,Trout Canyon Substation 230 kV
2150,Trout Canyon Substation 230 kV
2151,Harry Allen-Eldorado 500 kV
2152,Harry Allen-Eldorado 500 kV
2154,Hoodoo Wash Switchyard 500 kV
2161,Hoodoo Wash - North Gila 500 kV
2162,Imperial Valley Substation 230 kV
2166,North Gila - Imperial Valley 500 kV Line
2168,Boulevard East Substation 69 kV
2172,Hoodoo Wash - Hassayampa 500 kV Line
2177,Suncrest - Ocotillo 500 kV Line
22,Birds Landing 230 kV
222,Birds Landing 230 kV
268,Tesla-Manteca 115kV line via Schulte Switchyard
272,Henrietta 70 kV
294,Colorado River Substation 220kV
297,Neenach-Bailey 66kV line
3,Devers Substation 230kV Bus
32,Boulevard East Substation 138 kV
365,Red Bluff Substation 230kV
378,Los Esteros 115 kV
421,Red Bluff Substation 220kV
467,Eldorado-Ivanpah 230kV line
493,Ocotillo Switchyard 500 kV
505,Highwind-Windhub 230kV line
506,Whirlwind Substation 230kV
539,Salado-Newman #1 60kV Line
54,Panoche Substation
2349,LUGO 500 kV
2339,LUGO 500 kV
2207,NORTH GILA - HOODOO WASH (SDGE Portion Only)
2308,LOS BANOS-GATES #3
2257,VALLEY SWITCH 230 kV
2351,LUGO 500 kV
2355,VINCENT 500 kV
2242,TROUT CANYON 230 kV
2270,BEATTY 230 kV
2307,HENRIETTA 230 kV
2344,DELEVAN-CORTINA
2255,LOS BANOS 500 kV
2330,GLENN 230 kV
2310,MOHAVE 500 kV
2360,DRY LAKE SW STA 500 kV
2361,DRY LAKE SW STA 500 kV
2292,Cielo Azul
2300,ARCO-MIDWAY
2289,Midway - Vincent 500kV #1
2266,HARLAN SW STA 500 kV
2267,HARLAN SW STA 500 kV
2214,ORO LOMA 70 kV
2277,LE GRAND 115 kV
2209,TRANQUILLITY SW STA 230 kV
2268,CALCITE 230 kV
2301,ARCO-MIDWAY
2248,MANNING 500 kV
2249,MANNING 500 kV
2290,VALLEY SWITCH 230 kV
2271,VALLEY SWITCH 230 kV
2234,DRY LAKE SW STA 500 kV
2356,HARLAN SW STA 500 kV
2298,DRY LAKE SW STA 500 kV
2336,DRY LAKE SW STA 500 kV
2362,DRY LAKE SW STA 500 kV
2283,BEATTY 230 kV
2250,MANNING 500 kV
2252,MANNING 500 kV
2309,TROUT CANYON 500 kV
2291,DESERT VIEW-INNOVATION
2314,GATES 500 kV
2335,GATES 500 kV
2280,FINK SW STA 230 kV
2370,LOS BANOS 500 kV
2213,IMPERIAL VALLEY 230 kV
2258,ORO LOMA 115 kV
2254,MANNING 500 kV
2253,MANNING 500 kV
2251,MANNING 500 kV
2331,CIELO AZUL 500 kV
2240,LUGO-PISGAH NO.2
2260,MANNING 500 kV
2223,FINK SW STA 230 kV
2328,QUINTO SW STA- FINK SW STA 230 kV
2279,HASSAYAMPA 500 kV
2342,DRY LAKE SW STA 500 kV
2343,DRY LAKE SW STA 500 kV
2312,Magunden-Springville No.1 220 kV
2366,DEVERS 500 kV
2358,LLAGAS 115 kV
552,Calcite Substation 220kV
576,Colorado River Sub 230kV Bus
61,Helm-Kerman 70 kV Line
625,Henrietta-Tulare Lake 70 kV
643AE,Red Bluff Sub 230kV Bus
643AN,Boulevard Sub 138kV Bus
643L,Panoche-Schindler #1 & #2 115 kV
643M,Panoche-Schindler #1 & #2 115 kV
643N,Helm-Stroud Sw Sta 70 kV
643R,Whirlwind Sub 230 kV Bus
643W,Gates-Gregg 230 kV and Gates-McCall 230 kV
643X,Helm-Panoche 230 kV and Panoche-Kearney 230kV
653B,Belridge - Temblor 115 kV
653F,Woodland-Davis 115 kV Line
678,Panoche-Schindler #1 and #2 115 kV Line
681,SCE Highwind Substation 230kV
768,Antelope Substation 230kV bus
779,Los Banos-Panoche #1 230kV Line
81,Geysers #17-Fulton 230 kV Line
877,Morro-Gates 230kV line
897,Calcite Substation 220kV bus
900,Midway Temblor 115 kV line
929,Mohave-Lugo 500kV line
930,Mohave-Lugo 500kV line
931,Mohave-Eldorado 500kV line
932,Mohave-Eldorado 500kV line
946,Midway-Wheeler Ridge #2 230 kV Line
954,Gates Substation 230 kV
96,Tehachapi Conceptual Substation #1
971,Whirlwind Substation 220kV
972,Midway-Temblor 115kV line
993,Valley Substation 138 kV
54512,LOS BANOS 230 kV
54515,QUINTO SW STA-FINK SW STA
54517,POLE LINE 230 kV
54553,LOS BANOS 230 kV
54559,MANNING 500 kV
54560,MANNING 500 kV
54589,Manning-Midway 500 kV Line
54592,HENRIETTA 230 kV
54593,DELEVAN 230 kV
54595,LOS BANOS 500 kV
54616,MOHAVE 500 kV
54624,GATES-MIDWAY 500kV
54625,GATES-MIDWAY 500kV
54631,ANTELOPE-WHIRLWIND
54644,TEMPLETON-GATES
54645,DIABLO-GATES #1
54676,VALLEY SWITCH 230 kV
54684,DIABLO-GATES #1
54699,LOCKEFORD 230 kV
54701,GOLD HILL-EIGHT MILE ROAD
54706,ANTELOPE 230 kV
54708,GATES-MIDWAY 500kV
54709,GATES-MIDWAY 500kV
54711,LLAGAS 115 kV
54712,WEBER 230 kV
54715,EIGHT MILE 230 kV
54760,Rio Oso-Colgate & Rio Oso-Round Mountain T-Line
54769,LOS BANOS-MIDWAY #2
54770,LOS BANOS-MIDWAY #2
54772,CRESCENT SW STA 70 kV
54783,GREENLEAF #1 TAP
54795,JULIAN HINDS 230 kV
54813,WAUKENA SW STA 115 kV
54890,WHIRLWIND 230 kV
54892,IMPERIAL VALLEY 230 kV
54905,MANNING 500 kV
54934,Westley-Los Banos 230 kV Line
54959,LOS BANOS-MIDWAY #2
54960,GATES-MIDWAY 500kV
54989,GATES-MIDWAY 500kV
54994,LOS BANOS-MIDWAY #2
55025,Magunden-Springville TL #1
55031,LOS BANOS-MIDWAY #2
55035,LLAGAS 115 kV
caiso_c15_521,Atwell Solar 115kV
caiso_c15_306,Hassayampa 500kV
caiso_c15_97,Coburn Substation 230kV
caiso_c15_169,Sloan Canyon - Trout Canyon 230kV
caiso_c15_36,Manning 500kV
caiso_c15_290,El Casco 230kV
caiso_c15_242,Harry Allen ‚Äì El Dorado 500kV
caiso_c15_33,Delevan 230kV
caiso_c15_44,Schindler 115kV
caiso_c15_115,Harry Allen - El Dorado 500kV
caiso_c15_53,Pease 115kV
caiso_c15_381,Imperial Valley 500kV
caiso_c15_69,Lugo - Pisgah 230KV
caiso_c15_506,Bellota - Riverbank - Melones 115kV
caiso_c15_337,Kramer 230kV
caiso_c15_45,Red Bluff- Devers 500 kV
caiso_c15_114,Hoodoo Wash - North Gila 500 kV
caiso_c15_447,Helm Sub 70kV
caiso_c15_338,Mesa 230kV
caiso_c15_49,Arco Substation 230 kV
caiso_c15_383,Helm - McCall 230kV
caiso_c15_303,Peabody 230kV
caiso_c15_14,Lemore - Henrietta 70kV
caiso_c15_133,El Dorado 500kV
caiso_c15_404,Hoodoo Wash  - Hassayampa 500kV
caiso_c15_37,Sloan Canyon 230kV
caiso_c15_298,Sloan Canyon 230kV
caiso_c15_98,Bellota Sub 230 kV
caiso_c15_177,Rainbow Tap to Piedra 115kV
caiso_c15_142,Midway - Wheeler Ridge 230kV
caiso_c15_401,Cottonwood-Delevan 230 kV
caiso_c15_25,Collinsville 230kV
caiso_c15_378,North Gila 500kV
caiso_c15_446,Hoodoo Wash  - Hassayampa 500kV
caiso_c15_471,Imperial Valley 500kV
caiso_c15_315,Kramer 230kV
caiso_c15_307,Vaca - Dixon Substation 230kV
caiso_c15_458,Mesa 115kV
caiso_c15_47,Bellota Sub 230 kV
caiso_c15_42,Rio Oso Sub 230kV
caiso_c15_39,Delaney 500kV
caiso_c15_21,CORTINA SUBSTATION 230kV
caiso_c15_310,Julian Hinds 230kV
caiso_c15_218,Rio Oso Sub 230kV
caiso_c15_465,El Dorado 500kV
caiso_c15_7,Mendota 115kV
caiso_c15_113,Newhall - Mendota 115kV
caiso_c15_449,Cottonwood-Delevan 230 kV
caiso_c15_118,Goose Lake 115kV
caiso_c15_525,Mustang Substation 230kV
caiso_c15_46,Glenn Substation 230kV
caiso_c15_247,Arco Substation 230 kV
caiso_c15_248,Imperial Valley - North Gila 500kV
caiso_c15_457,Weber 230 kV
caiso_c15_468,Kramer 230kV
caiso_c15_79,Caliente Switching Station - Midway 230kV
caiso_c15_515,PIT#1 - Cottonwood 230kV and Round Mountain -  Cottonwood #3
caiso_c15_308,Vaca - Dixon Substation 500kV
caiso_c15_123,Kramer 230kV
caiso_c15_275,Delaney-Colorado River 500kV
caiso_c15_35,Carpenter Canyon Sub 230kV
caiso_c15_305,El Dorado 500kV
caiso_c15_304,Kramer 230kV
caiso_c15_31,Panoche 230kV
caiso_c15_320,Ivanpah - Eldorado 230kV
caiso_c15_424,Trout Canyon Sub 230 kV
caiso_c15_185,Kramer-Randsburg 115kV
caiso_c15_356,Lugo - Pisgah 230KV
caiso_c15_58,Eight Mile 230kV
caiso_c15_50,Trout Canyon Sub 230 kV
caiso_c15_57,Bellota 115kV
caiso_c15_399,Calcite 230kV
caiso_c15_252,Control - Hawiee - Inyokern  115kV
caiso_c15_319,Ivanpah - Eldorado 230kV
caiso_c15_476,Rio Oso Sub 230kV
caiso_c15_489,Trout Canyon Sub 230 kV
caiso_c15_173,Delevan 230kV
caiso_c15_70,Arco Substation 230 kV
caiso_c15_43,McMullin Sub 230 kV
caiso_c15_448,Bellota - Weber 230kV
caiso_c15_516,Hoodo Wash 500kV
caiso_c15_95,Magunden - Pastoria 230kV
caiso_c15_41,Gates 230kV
caiso_c15_192,Panoche 230kV
caiso_c15_469,Innovation - Desert View 230kV
caiso_c15_55,Gates 500kV
caiso_c15_428,Inyokern 115kV
caiso_c15_153,Kramer 230kV
caiso_c15_301,Hollister 115kV
caiso_c15_100,Vaca - Dixon Substation 500kV
caiso_c15_65,Helm Sub 230kV
caiso_c15_511,Manning 500kV
caiso_c15_395,Hassayampa 500kV
caiso_c15_74,Cielo Azul 500kV
caiso_c15_26,Manning 230kV
caiso_c15_474,Imperial Valley 500kV
caiso_c15_330,Merced Falls Substation 70kV
caiso_c15_246,HAMMONDS SUBSTATION  115kV
caiso_c15_466,Kramer 230kV
caiso_c15_459,Banta 115kV
caiso_c15_241,Delaney 500kV
caiso_c15_5,Collinsville 230kV
caiso_c15_321,Lamont 115kV
caiso_c15_34,Imperial Valley 230kV
caiso_c15_393,Red Bluff 500kV
caiso_c15_62,Manning 500kV
caiso_c15_478,Pit 1 230kV
caiso_c15_267,Lugo - Pisgah 230KV
caiso_c15_328,Crestwood Substation 69kV
caiso_c15_379,Innovation 230kV
caiso_c15_396,Hassayampa 500kV
caiso_c15_6,Colorado River 230kV
caiso_c15_299,Sloan Canyon 230kV
caiso_c15_99,Glenn Substation 230kV
caiso_c15_479,Manning 500kV
caiso_c15_96,Los Banos 500kV
caiso_c15_236,Harry Allen ‚Äì El Dorado 500kV
caiso_c15_255,Sanger - Kerchkhoff 115kV
caiso_c15_179,Julian Hinds 230kV
caiso_c15_316,Cielo Azul 500kV
caiso_c15_473,Pisgah Substation 230kV
caiso_c15_56,Lugo 500kV
caiso_c15_48,Caliente Sub 230 kV
caiso_c15_258,Valley Switch 230kV
caiso_c15_477,El Dorado 500kV
caiso_c15_450,Cottonwood-Delevan 230 kV
caiso_c15_314,Kramer 230kV
caiso_c15_187,Imperial Valley - North Gila 500kV
caiso_c15_311,Metcalf 500kV
caiso_c15_67,Logan Creek - Vaca Dixon 230kV
caiso_c15_1,Victor 230kV
caiso_c15_443,Sloan Canyon 230kV
caiso_c15_231,Delaney 500kV
caiso_c15_526,Kern PP 115 kV
caiso_c15_64,Manning 500kV
caiso_c15_538,IVANPAH-BAKER-COOL WATER-DUNN SIDING-MOUNTAIN PASS 115 kV Line
caiso_c15_52,Hoodo Wash 500kV
caiso_c15_467,Kramer 230kV
54788,TESLA 230 kV
908,Crazy Eyes Tap 230kV
1085,Mira Loma Substation 220kV Tap
1088,Chino-Viejo 220 kV line
955,Sanger Co-gen 115/13.8kV Sub
472,Blue Lake Power Substation
1212,Whirlwind Substation 220kV
2299,SALADO 115 kV
